Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.PromoteChatMemberTest.testPromoteChatMemberDeserializeValidResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,2,15,6,11,0,8,5,7,4,5,2,,,1,,,0,00,2
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.PromoteChatMemberTest.testPromoteChatMemberDeserializeWithWrongObject",,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,2,15,5,11,0,8,5,7,3,5,2,,,1,,,0,00,2
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.PromoteChatMemberTest.testPromoteChatMemberWithAllSet",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,4,7,0,7,3,4,2,3,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.PromoteChatMemberTest.testPromoteChatMemberWithEmptyChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,11,5,8,0,8,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.PromoteChatMemberTest.testPromoteChatMemberWithEmptyUserId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,11,5,8,0,8,4,5,3,4,1,,,0,,,0,00,1
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember",4,0,4,0,1,1,23,23,0,,0,10,,,,6,5,,,,6,13,0,0,0,6,,109,10,67,48,19,32,,23,33,24,9,,2,4,1,93,93,0,48,7
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.RestrictChatMemberBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.RestrictChatMemberBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.forTimePeriodDuration",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,4,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.setUntilDateDateTime",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.setUntilDateInstant",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RestrictChatMember.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,2,0,2,1,3,1,2,2,,,1,,,0,00,2
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink",5,0,5,0,2,1,17,17,0,,0,3,,,,4,2,,,,4,10,0,0,0,4,,66,8,46,28,12,14,,12,21,12,9,,3,3,1,63,63,0,30,6
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.RevokeChatInviteLinkBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.RevokeChatInviteLinkBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.deserializeResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.RevokeChatInviteLink.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle",6,0,6,0,2,1,14,14,0,,0,4,,,,3,3,,,,3,10,0,0,0,3,,59,7,46,30,12,9,,13,21,13,8,,3,4,1,67,67,0,20,5
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle.SetChatAdministratorCustomTitleBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle.SetChatAdministratorCustomTitleBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatAdministratorCustomTitle.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription",6,0,6,0,2,1,15,15,0,,0,3,,,,3,2,,,,3,10,0,0,0,3,,56,7,42,26,11,9,,11,19,11,8,,3,4,1,50,50,0,21,5
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription.SetChatDescriptionBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription.SetChatDescriptionBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatDescription.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions",5,0,5,0,1,1,16,16,0,,0,4,,,,3,3,,,,3,10,0,0,0,3,,69,7,42,29,10,20,,12,19,13,6,,2,4,1,78,78,0,48,4
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions.SetChatPermissionsBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions.SetChatPermissionsBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPermissions.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,2,0,2,1,3,1,2,2,,,1,,,0,00,2
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto",5,0,5,0,2,1,16,16,0,,0,3,,,,4,2,,,,4,10,0,0,0,4,,61,8,44,26,12,11,,12,21,12,9,,3,2,1,63,63,0,25,6
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.SetChatPhotoBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.SetChatPhotoBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.deserializeResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatPhoto.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,9,2,4,0,3,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet",6,0,6,0,2,1,14,14,0,,0,3,,,,3,2,,,,3,10,0,0,0,3,,57,7,42,26,11,10,,11,19,11,8,,3,4,1,50,50,0,24,5
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet.SetChatStickerSetBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet.SetChatStickerSetBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatStickerSet.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle",6,0,6,0,2,1,14,14,0,,0,3,,,,3,2,,,,3,10,0,0,0,3,,58,7,42,26,11,11,,11,19,11,8,,3,4,1,50,50,0,26,5
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle.SetChatTitleBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle.SetChatTitleBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.SetChatTitle.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember",5,0,5,0,1,1,16,16,0,,0,4,,,,3,3,,,,3,10,0,0,0,3,,62,7,43,30,10,15,,12,19,13,6,,2,4,1,78,78,0,35,4
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember.UnbanChatMemberBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember.UnbanChatMemberBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatMember.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,2,0,2,1,3,1,2,2,,,1,,,0,00,2
Public Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat",6,0,6,0,2,1,14,14,0,,0,3,,,,3,2,,,,3,10,0,0,0,3,,57,7,42,26,11,10,,11,19,11,8,,3,4,1,50,50,0,24,5
Public Static Class,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat.UnbanChatSenderChatBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat.UnbanChatSenderChatBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.groupadministration.UnbanChatSenderChat.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,2,4,0,2,2,5,1,4,3,,,1,,,0,00,3
Package,"org.telegram.telegrambots.meta.api.methods.invoices",9,0,9,0,2,,,,,5,0,50,,4,,34,48,,,,34,,0,2,0,32,,688,54,559,362,239,114,,292,352,249,151,,11,,2,,,0,20,53
Public Class,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLink",12,0,12,0,4,1,20,20,0,,0,21,,,,3,20,,,,3,9,0,0,0,3,,147,5,115,84,40,43,,51,64,46,18,,9,3,2,88,88,0,37,11
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLink.deserializeResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLink.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLink.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,7,28,0,28,2,17,0,5,8,18,2,16,9,,,2,,,0,00,9
Public Class,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest",9,0,9,0,1,1,10,10,0,,0,0,,,,13,0,,,,13,13,0,1,0,12,,131,14,113,51,72,6,,53,68,38,53,,2,1,1,0,0,0,05,14
Private Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.createSendInvoiceObject",,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,0,14,1,12,0,12,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.currencyCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.descriptionCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.descriptionCantBeOver255",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,4,7,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.payloadCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.pricesCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,4,7,0,10,7,8,3,7,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.pricesMustBeValidated",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,10,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.providerTokenCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.suggestedTipAmountsMustNotHaveMoreThan4Elements",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,6,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.testCreateInvoiceLinkDeserializeValidResponse",,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,2,14,6,10,2,5,5,7,4,5,2,,,1,,,0,14,2
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.titleCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.titleCantBeOver32Chars",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.CreateInvoiceLinkTest.validObjectMustNotThrow",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,3,4,0,3,4,5,2,4,1,,,0,,,0,00,1
Public Class,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice",14,0,14,0,4,1,22,22,0,,0,29,,,,3,28,,,,3,10,0,0,0,3,,202,8,154,113,54,61,,71,88,64,24,,11,4,2,88,88,0,40,13
Public Static Class,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice.SendInvoiceBuilder",5,0,5,0,1,1,3,3,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,8,1,7,3,2,0,,2,4,2,2,,1,1,0,0,0,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice.SendInvoiceBuilder.chatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,2,2,3,1,2,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice.getMethod",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice.setChatId",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoice.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,9,34,0,34,2,21,0,6,10,22,2,20,11,,,2,,,0,00,11
Public Class,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest",8,0,8,0,1,1,10,10,0,,0,0,,,,14,0,,,,14,14,0,1,0,13,,133,13,116,53,73,4,,56,71,40,56,,1,1,0,0,0,0,03,14
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.chatIdCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Private Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.createSendInvoiceObject",,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,0,17,1,15,0,18,1,2,1,1,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.currencyCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.descriptionCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.descriptionCantBeOver255",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,4,7,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.payloadCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.pricesCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,4,7,0,10,7,8,3,7,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.pricesMustBeValidated",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,10,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.providerTokenCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.replyMarkupMustBeValidated",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,10,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.suggestedTipAmountsMustNotHaveMoreThan4Elements",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,6,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.titleCantBeEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.titleCantBeOver32Chars",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,4,4,0,5,4,5,3,4,1,,,0,,,0,00,1
Public Method,"org.telegram.telegrambots.meta.api.methods.invoices.SendInvoiceTest.validObjectMustNotThrow",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,3,4,0,3,4,5,2,4,1,,,0,,,0,00,1
Package,"org.telegram.telegrambots.meta.api.methods.menubutton",10,1,10,0,1,,,,,6,0,5,,4,,22,3,,,,22,,0,0,0,22,,388,50,299,164,143,39,,128,163,111,70,,2,,1,,,0,13,29
Public Class,"org.telegram.telegrambots.meta.api.methods.menubutton.GetChatMenuButton",4,0,4,0,1,1,15,15,0,,0,2,,,,3,1,,,,3,9,0,0,0,3,,52,7,32,21,7,13,,8,14,9,5,,1,3,0,67,67,0,41,3
